token,subject,word,group,language,cons,stress,vot,cog,sd,skew,kurt
BIL_serenaValle_tambourine_english_1022,serenaVa,tambourine,bilingual,English,t,unstressed,54.67,NA,NA,NA,NA
BIL_serenaValle_tambourine_english_1138,serenaVa,tambourine,bilingual,English,t,unstressed,68.18,NA,NA,NA,NA
BIL_serenaValle_tambourine_english_1248,serenaVa,tambourine,bilingual,English,t,unstressed,65.70,NA,NA,NA,NA
BIL_serenaValle_tampoco_spanish_1034,serenaVa,tampoco,bilingual,Spanish,t,unstressed,11.57,1180.692,1452.688,3.461,16.162
BIL_serenaValle_tampoco_spanish_1142,serenaVa,tampoco,bilingual,Spanish,t,unstressed,12.71,1505.172,2171.056,2.664,6.955
BIL_serenaValle_tampoco_spanish_1222,serenaVa,tampoco,bilingual,Spanish,t,unstressed,13.26,1288.633,1376.881,3.070,15.738
BIL_serenaValle_tanker_english_1008,serenaVa,tanker,bilingual,English,t,stressed,72.10,NA,NA,NA,NA
BIL_serenaValle_tanker_english_1118,serenaVa,tanker,bilingual,English,t,stressed,82.86,NA,NA,NA,NA
BIL_serenaValle_tanker_english_1172,serenaVa,tanker,bilingual,English,t,stressed,99.70,NA,NA,NA,NA
BIL_serenaValle_tanque_spanish_1004,serenaVa,tanque,bilingual,Spanish,t,stressed,77.38,238.083,104.530,129.914,20733.761
BIL_serenaValle_tanque_spanish_1036,serenaVa,tanque,bilingual,Spanish,t,stressed,10.82,1245.144,1634.997,2.943,11.787
BIL_serenaValle_tanque_spanish_1240,serenaVa,tanque,bilingual,Spanish,t,stressed,11.96,750.093,1247.824,5.133,33.171
BIL_serenaValle_tanto_spanish_1148,serenaVa,tanto,bilingual,Spanish,t,stressed,12.35,691.946,1083.981,5.088,38.376
BIL_serenaValle_tanto_spanish_1190,serenaVa,tanto,bilingual,Spanish,t,stressed,10.35,1385.281,1381.233,2.499,10.371
BIL_serenaValle_tanto_spanish_1250,serenaVa,tanto,bilingual,Spanish,t,stressed,14.20,1906.923,1830.637,2.045,5.816
BIL_serenaValle_tantrum_english_1124,serenaVa,tantrum,bilingual,English,t,stressed,117.40,NA,NA,NA,NA
BIL_serenaValle_tantrum_english_1156,serenaVa,tantrum,bilingual,English,t,stressed,55.16,NA,NA,NA,NA
BIL_serenaValle_tantrum_english_1272,serenaVa,tantrum,bilingual,English,t,stressed,83.00,NA,NA,NA,NA
BIL_serenaValle_tapioca_english_1200,serenaVa,tapioca,bilingual,English,t,unstressed,75.87,NA,NA,NA,NA
BIL_serenaValle_tapioca_english_1244,serenaVa,tapioca,bilingual,English,t,unstressed,59.69,NA,NA,NA,NA
BIL_serenaValle_tattoo_english_1104,serenaVa,tattoo,bilingual,English,t,unstressed,85.65,NA,NA,NA,NA
BIL_serenaValle_tattoo_english_1176,serenaVa,tattoo,bilingual,English,t,unstressed,77.40,NA,NA,NA,NA
BIL_serenaValle_tattoo_english_1256,serenaVa,tattoo,bilingual,English,t,unstressed,58.07,NA,NA,NA,NA
BIL_serenaValle_tattooing_english_1078,serenaVa,tattooing,bilingual,English,t,unstressed,71.07,NA,NA,NA,NA
BIL_serenaValle_tattooing_english_1114,serenaVa,tattooing,bilingual,English,t,unstressed,88.18,NA,NA,NA,NA
BIL_serenaValle_tattooing_english_1278,serenaVa,tattooing,bilingual,English,t,unstressed,63.39,NA,NA,NA,NA
BIL_serenaValle_taza_spanish_1154,serenaVa,taza,bilingual,Spanish,t,stressed,120.48,233.764,115.847,114.626,16274.351
BIL_serenaValle_taza_spanish_1168,serenaVa,taza,bilingual,Spanish,t,stressed,7.87,1176.940,1539.706,2.804,9.060
BIL_serenaValle_taza_spanish_1282,serenaVa,taza,bilingual,Spanish,t,stressed,8.89,1839.455,1476.365,1.659,6.842
BIL_veronicaTanco_daba_spanish_1004,veronica,daba,bilingual,Spanish,d,stressed,-130.89,NA,NA,NA,NA
BIL_veronicaTanco_daba_spanish_1138,veronica,daba,bilingual,Spanish,d,stressed,-96.28,NA,NA,NA,NA
BIL_veronicaTanco_daba_spanish_1260,veronica,daba,bilingual,Spanish,d,stressed,-124.42,NA,NA,NA,NA
BIL_veronicaTanco_daga_spanish_1160,veronica,daga,bilingual,Spanish,d,stressed,-142.37,NA,NA,NA,NA
BIL_veronicaTanco_daga_spanish_1162,veronica,daga,bilingual,Spanish,d,stressed,-139.86,NA,NA,NA,NA
BIL_veronicaTanco_daga_spanish_1272,veronica,daga,bilingual,Spanish,d,stressed,-419.49,NA,NA,NA,NA
BIL_veronicaTanco_dagger_english_1052,veronica,dagger,bilingual,English,d,stressed,-79.85,NA,NA,NA,NA
BIL_veronicaTanco_dagger_english_1098,veronica,dagger,bilingual,English,d,stressed,25.67,1135.574,1769.388,3.066,11.678
BIL_veronicaTanco_dagger_english_1120,veronica,dagger,bilingual,English,d,stressed,16.18,1624.683,2222.540,2.046,4.254
BIL_veronicaTanco_dakota_english_1038,veronica,dakota,bilingual,English,d,unstressed,18.51,1525.564,1318.003,2.809,16.188
BIL_veronicaTanco_dakota_english_1082,veronica,dakota,bilingual,English,d,unstressed,23.94,2872.916,2697.249,0.631,-0.593
BIL_veronicaTanco_dakota_english_1250,veronica,dakota,bilingual,English,d,unstressed,23.75,3678.818,3058.118,0.531,-0.937
BIL_veronicaTanco_daltonian_english_1018,veronica,daltonian,bilingual,English,d,unstressed,19.13,1547.064,2301.877,2.218,4.547
BIL_veronicaTanco_daltonian_english_1028,veronica,daltonian,bilingual,English,d,unstressed,-87.81,NA,NA,NA,NA
BIL_veronicaTanco_daltonian_english_1208,veronica,daltonian,bilingual,English,d,unstressed,22.80,4092.877,2976.167,0.424,-0.701
BIL_veronicaTanco_daltonico_spanish_1112,veronica,daltonico,bilingual,Spanish,d,unstressed,-64.78,NA,NA,NA,NA
BIL_veronicaTanco_daltonico_spanish_1116,veronica,daltonico,bilingual,Spanish,d,unstressed,42.17,NA,NA,NA,NA
BIL_veronicaTanco_daltonico_spanish_1166,veronica,daltonico,bilingual,Spanish,d,unstressed,-98.62,NA,NA,NA,NA
BIL_veronicaTanco_dama_spanish_1048,veronica,dama,bilingual,Spanish,d,stressed,-133.36,NA,NA,NA,NA
BIL_veronicaTanco_dama_spanish_1228,veronica,dama,bilingual,Spanish,d,stressed,-87.83,NA,NA,NA,NA
BIL_veronicaTanco_dama_spanish_1284,veronica,dama,bilingual,Spanish,d,stressed,-57.71,NA,NA,NA,NA
BIL_veronicaTanco_damage_english_1136,veronica,damage,bilingual,English,d,stressed,27.91,2148.517,2444.424,1.292,1.459
BIL_veronicaTanco_damage_english_1224,veronica,damage,bilingual,English,d,stressed,16.20,3367.193,3299.850,0.549,-1.012
BIL_veronicaTanco_damage_english_1280,veronica,damage,bilingual,English,d,stressed,36.27,1864.682,2440.129,1.813,2.877
BIL_veronicaTanco_damnation_english_1134,veronica,damnation,bilingual,English,d,unstressed,25.76,1669.249,2602.911,1.995,3.060
BIL_veronicaTanco_damnation_english_1194,veronica,damnation,bilingual,English,d,unstressed,31.45,4361.438,3209.027,0.268,-0.824
BIL_veronicaTanco_damnation_english_1202,veronica,damnation,bilingual,English,d,unstressed,31.76,5720.060,2734.328,-0.426,-0.256
BIL_veronicaTanco_damper_english_1010,veronica,damper,bilingual,English,d,stressed,116.63,2224.850,1496.736,2.056,6.988
BIL_veronicaTanco_damper_english_1240,veronica,damper,bilingual,English,d,stressed,14.33,952.621,1488.288,3.143,13.695
BIL_veronicaTanco_damper_english_1262,veronica,damper,bilingual,English,d,stressed,115.29,2273.988,939.399,1.462,16.331
BIL_veronicaTanco_danar_spanish_1022,veronica,danar,bilingual,Spanish,d,unstressed,-29.17,NA,NA,NA,NA
BIL_veronicaTanco_danar_spanish_1140,veronica,danar,bilingual,Spanish,d,unstressed,-33.19,NA,NA,NA,NA
BIL_veronicaTanco_danar_spanish_1174,veronica,danar,bilingual,Spanish,d,unstressed,-38.78,NA,NA,NA,NA
BIL_veronicaTanco_dancette_english_1002,veronica,dancette,bilingual,English,d,unstressed,19.83,692.025,1612.159,4.615,25.800
BIL_veronicaTanco_dancette_english_1144,veronica,dancette,bilingual,English,d,unstressed,18.20,1219.396,1770.439,1.993,4.589
BIL_veronicaTanco_dancette_english_1268,veronica,dancette,bilingual,English,d,unstressed,13.69,783.213,1128.943,3.776,20.729
BIL_veronicaTanco_dancing_english_1114,veronica,dancing,bilingual,English,d,stressed,24.85,872.446,1344.211,4.179,22.274
BIL_veronicaTanco_dancing_english_1196,veronica,dancing,bilingual,English,d,stressed,-85.61,NA,NA,NA,NA
BIL_veronicaTanco_dancinge_english_1170,veronica,dancing,bilingual,English,d,stressed,30.41,702.387,1232.792,4.130,18.585
BIL_veronicaTanco_danesa_spanish_1100,veronica,danesa,bilingual,Spanish,d,unstressed,-64.16,NA,NA,NA,NA
BIL_veronicaTanco_danesa_spanish_1192,veronica,danesa,bilingual,Spanish,d,unstressed,-69.27,NA,NA,NA,NA
BIL_veronicaTanco_danesa_spanish_1264,veronica,danesa,bilingual,Spanish,d,unstressed,-82.84,NA,NA,NA,NA
BIL_veronicaTanco_danielle_english_1172,veronica,danielle,bilingual,English,d,unstressed,24.04,3244.655,3134.221,0.691,-0.722
BIL_veronicaTanco_danielle_english_1226,veronica,danielle,bilingual,English,d,unstressed,19.55,2570.175,2918.441,1.049,0.055
BIL_veronicaTanco_danielle_english_1232,veronica,danielle,bilingual,English,d,unstressed,32.82,5523.670,3326.874,-0.325,-1.026
BIL_veronicaTanco_danino_spanish_1046,veronica,danino,bilingual,Spanish,d,unstressed,11.67,NA,NA,NA,NA
BIL_veronicaTanco_danino_spanish_1076,veronica,danino,bilingual,Spanish,d,unstressed,-23.78,NA,NA,NA,NA
BIL_veronicaTanco_danino_spanish_1286,veronica,danino,bilingual,Spanish,d,unstressed,-37.36,NA,NA,NA,NA
BIL_veronicaTanco_dano_spanish_1008,veronica,dano,bilingual,Spanish,d,stressed,-66.82,NA,NA,NA,NA
BIL_veronicaTanco_dano_spanish_1126,veronica,dano,bilingual,Spanish,d,stressed,-86.28,NA,NA,NA,NA
BIL_veronicaTanco_dano_spanish_1128,veronica,dano,bilingual,Spanish,d,stressed,13.73,NA,NA,NA,NA
BIL_veronicaTanco_danza_spanish_1050,veronica,danza,bilingual,Spanish,d,stressed,-252.88,NA,NA,NA,NA
BIL_veronicaTanco_danza_spanish_1254,veronica,danza,bilingual,Spanish,d,stressed,11.87,NA,NA,NA,NA
BIL_veronicaTanco_danzar_spanish_1024,veronica,danzar,bilingual,Spanish,d,unstressed,-65.28,NA,NA,NA,NA
BIL_veronicaTanco_danzar_spanish_1182,veronica,danzar,bilingual,Spanish,d,unstressed,-22.78,NA,NA,NA,NA
BIL_veronicaTanco_danzar_spanish_1274,veronica,danzar,bilingual,Spanish,d,unstressed,-47.51,NA,NA,NA,NA
BIL_veronicaTanco_dazzle_english_1206,veronica,dazzle,bilingual,English,d,stressed,15.68,3094.530,2701.858,0.573,-0.400
BIL_veronicaTanco_dazzle_english_1252,veronica,dazzle,bilingual,English,d,stressed,13.66,878.723,1482.927,3.451,14.065
BIL_veronicaTanco_dazzle_english_1256,veronica,dazzle,bilingual,English,d,stressed,25.14,1974.427,2088.622,1.257,2.224
BIL_veronicaTanco_tabaco_spanish_1088,veronica,tabaco,bilingual,Spanish,t,unstressed,9.20,835.109,948.964,5.443,42.071
BIL_veronicaTanco_tabaco_spanish_1150,veronica,tabaco,bilingual,Spanish,t,unstressed,5.44,571.063,989.004,4.963,33.250
BIL_veronicaTanco_tabaco_spanish_1152,veronica,tabaco,bilingual,Spanish,t,unstressed,12.13,1646.051,1869.905,2.013,4.847
BIL_veronicaTanco_taberna_spanish_1014,veronica,taberna,bilingual,Spanish,t,unstressed,30.29,895.992,590.136,1.745,5.572
BIL_veronicaTanco_taberna_spanish_1060,veronica,taberna,bilingual,Spanish,t,unstressed,15.77,514.544,806.000,6.059,64.322
BIL_veronicaTanco_taberna_spanish_1236,veronica,taberna,bilingual,Spanish,t,unstressed,25.45,1450.994,1135.279,3.828,28.781
BIL_veronicaTanco_tabla_spanish_1096,veronica,tabla,bilingual,Spanish,t,stressed,13.11,1475.957,1677.273,2.872,11.177
BIL_veronicaTanco_tabla_spanish_1102,veronica,tabla,bilingual,Spanish,t,stressed,10.94,845.837,660.252,4.788,47.735
BIL_veronicaTanco_tabla_spanish_1278,veronica,tabla,bilingual,Spanish,t,stressed,17.21,1197.544,1682.034,2.656,9.302
BIL_veronicaTanco_tabloid_english_1036,veronica,tabloid,bilingual,English,t,stressed,98.46,NA,NA,NA,NA
BIL_veronicaTanco_tabloid_english_1210,veronica,tabloid,bilingual,English,t,stressed,99.24,NA,NA,NA,NA
BIL_veronicaTanco_tabloid_english_1282,veronica,tabloid,bilingual,English,t,stressed,120.23,NA,NA,NA,NA
BIL_veronicaTanco_taboo_english_1106,veronica,taboo,bilingual,English,t,unstressed,78.37,NA,NA,NA,NA
BIL_veronicaTanco_taboo_english_1118,veronica,taboo,bilingual,English,t,unstressed,91.35,NA,NA,NA,NA
BIL_veronicaTanco_taboo_english_1130,veronica,taboo,bilingual,English,t,unstressed,87.34,NA,NA,NA,NA
BIL_veronicaTanco_tackle_english_1198,veronica,tackle,bilingual,English,t,stressed,127.56,NA,NA,NA,NA
BIL_veronicaTanco_tackle_english_1222,veronica,tackle,bilingual,English,t,stressed,108.90,NA,NA,NA,NA
BIL_veronicaTanco_tackle_english_1270,veronica,tackle,bilingual,English,t,stressed,107.43,NA,NA,NA,NA
BIL_veronicaTanco_tactics_english_1042,veronica,tactics,bilingual,English,t,stressed,110.96,NA,NA,NA,NA
BIL_veronicaTanco_tactics_english_1180,veronica,tactics,bilingual,English,t,stressed,76.83,NA,NA,NA,NA
BIL_veronicaTanco_tactics_english_1188,veronica,tactics,bilingual,English,t,stressed,48.58,NA,NA,NA,NA
BIL_veronicaTanco_tactil_spanish_1058,veronica,tactil,bilingual,Spanish,t,stressed,9.33,760.337,1150.336,4.875,31.733
BIL_veronicaTanco_tactil_spanish_1110,veronica,tactil,bilingual,Spanish,t,stressed,20.99,2040.919,1992.589,1.808,4.343
BIL_veronicaTanco_tactil_spanish_1218,veronica,tactil,bilingual,Spanish,t,stressed,8.02,1152.780,1287.051,2.912,12.319
BIL_veronicaTanco_tamano_spanish_1124,veronica,tamano,bilingual,Spanish,t,unstressed,10.22,417.822,723.657,6.778,74.162
BIL_veronicaTanco_tamano_spanish_1216,veronica,tamano,bilingual,Spanish,t,unstressed,20.81,1099.562,1163.489,3.337,15.225
BIL_veronicaTanco_tamano_spanish_1244,veronica,tamano,bilingual,Spanish,t,unstressed,12.63,1568.989,1541.674,2.764,11.781
BIL_veronicaTanco_tambien_spanish_1012,veronica,tambien,bilingual,Spanish,t,unstressed,20.28,1000.796,1290.710,3.233,19.614
BIL_veronicaTanco_tambien_spanish_1122,veronica,tambien,bilingual,Spanish,t,unstressed,22.04,1030.549,1282.688,3.854,20.240
BIL_veronicaTanco_tambien_spanish_1132,veronica,tambien,bilingual,Spanish,t,unstressed,9.88,1258.095,1283.765,2.891,13.665
BIL_veronicaTanco_tambourine_english_1006,veronica,tambourine,bilingual,English,t,unstressed,111.08,NA,NA,NA,NA
BIL_veronicaTanco_tambourine_english_1070,veronica,tambourine,bilingual,English,t,unstressed,97.15,NA,NA,NA,NA
BIL_veronicaTanco_tambourine_english_1154,veronica,tambourine,bilingual,English,t,unstressed,63.46,NA,NA,NA,NA
BIL_veronicaTanco_tampoco_spanish_1074,veronica,tampoco,bilingual,Spanish,t,unstressed,24.19,1387.345,1745.911,2.264,7.329
BIL_veronicaTanco_tampoco_spanish_1084,veronica,tampoco,bilingual,Spanish,t,unstressed,17.84,773.602,1024.971,4.521,34.871
BIL_veronicaTanco_tampoco_spanish_1094,veronica,tampoco,bilingual,Spanish,t,unstressed,15.53,937.903,900.603,3.601,27.113
BIL_veronicaTanco_tanker_english_1044,veronica,tanker,bilingual,English,t,stressed,123.55,NA,NA,NA,NA
BIL_veronicaTanco_tanker_english_1062,veronica,tanker,bilingual,English,t,stressed,115.99,NA,NA,NA,NA
BIL_veronicaTanco_tanker_english_1168,veronica,tanker,bilingual,English,t,stressed,115.82,NA,NA,NA,NA
BIL_veronicaTanco_tanque_spanish_1066,veronica,tanque,bilingual,Spanish,t,stressed,24.60,1083.519,1454.981,2.678,11.679
BIL_veronicaTanco_tanque_spanish_1078,veronica,tanque,bilingual,Spanish,t,stressed,18.69,635.120,889.431,3.832,35.753
BIL_veronicaTanco_tanque_spanish_1146,veronica,tanque,bilingual,Spanish,t,stressed,17.82,828.339,1116.415,2.682,19.769
BIL_veronicaTanco_tanto_spanish_1086,veronica,tanto,bilingual,Spanish,t,stressed,10.70,1324.349,1735.790,2.685,9.552
BIL_veronicaTanco_tanto_spanish_1108,veronica,tanto,bilingual,Spanish,t,stressed,13.37,436.701,788.283,6.149,64.207
BIL_veronicaTanco_tanto_spanish_1276,veronica,tanto,bilingual,Spanish,t,stressed,8.74,834.172,933.537,2.439,13.892
BIL_veronicaTanco_tantrum_english_1056,veronica,tantrum,bilingual,English,t,stressed,133.88,NA,NA,NA,NA
BIL_veronicaTanco_tantrum_english_1068,veronica,tantrum,bilingual,English,t,stressed,154.28,NA,NA,NA,NA
BIL_veronicaTanco_tantrum_english_1104,veronica,tantrum,bilingual,English,t,stressed,122.91,NA,NA,NA,NA
BIL_veronicaTanco_tapioca_english_1176,veronica,tapioca,bilingual,English,t,unstressed,87.33,NA,NA,NA,NA
BIL_veronicaTanco_tapioca_english_1214,veronica,tapioca,bilingual,English,t,unstressed,75.68,NA,NA,NA,NA
BIL_veronicaTanco_tapioca_english_1220,veronica,tapioca,bilingual,English,t,unstressed,93.59,NA,NA,NA,NA
BIL_veronicaTanco_tattoo_english_1030,veronica,tattoo,bilingual,English,t,unstressed,67.10,NA,NA,NA,NA
BIL_veronicaTanco_tattoo_english_1040,veronica,tattoo,bilingual,English,t,unstressed,89.24,NA,NA,NA,NA
BIL_veronicaTanco_tattoo_english_1186,veronica,tattoo,bilingual,English,t,unstressed,64.33,NA,NA,NA,NA
BIL_veronicaTanco_tattooing_english_1034,veronica,tattooing,bilingual,English,t,unstressed,84.94,NA,NA,NA,NA
BIL_veronicaTanco_tattooing_english_1204,veronica,tattooing,bilingual,English,t,unstressed,97.15,NA,NA,NA,NA
BIL_veronicaTanco_tattooing_english_1242,veronica,tattooing,bilingual,English,t,unstressed,87.43,NA,NA,NA,NA
BIL_veronicaTanco_taza_spanish_1032,veronica,taza,bilingual,Spanish,t,stressed,15.56,916.467,1250.554,3.336,17.510
BIL_veronicaTanco_taza_spanish_1072,veronica,taza,bilingual,Spanish,t,stressed,17.95,482.046,858.084,5.625,58.034
BIL_veronicaTanco_taza_spanish_1200,veronica,taza,bilingual,Spanish,t,stressed,11.99,599.126,809.999,6.048,54.066
BIL_vivianaGarcia_daba_spanish_1202,vivianaG,daba,bilingual,Spanish,d,stressed,-95.58,NA,NA,NA,NA
BIL_vivianaGarcia_daba_spanish_1370,vivianaG,daba,bilingual,Spanish,d,stressed,-123.28,NA,NA,NA,NA
BIL_vivianaGarcia_daga_spanish_1010,vivianaG,daga,bilingual,Spanish,d,stressed,-86.81,NA,NA,NA,NA
BIL_vivianaGarcia_daga_spanish_1142,vivianaG,daga,bilingual,Spanish,d,stressed,-124.22,NA,NA,NA,NA
BIL_vivianaGarcia_daga_spanish_1290,vivianaG,daga,bilingual,Spanish,d,stressed,-140.37,NA,NA,NA,NA
BIL_vivianaGarcia_daga_spanish_1300,vivianaG,daga,bilingual,Spanish,d,stressed,11.05,NA,NA,NA,NA
BIL_vivianaGarcia_dagger_english_1196,vivianaG,dagger,bilingual,English,d,stressed,18.97,2852.678,3484.147,1.033,-0.438
BIL_vivianaGarcia_dagger_english_1264,vivianaG,dagger,bilingual,English,d,stressed,26.42,2366.698,3461.196,1.567,0.946
BIL_vivianaGarcia_dagger_english_1570,vivianaG,dagger,bilingual,English,d,stressed,24.87,5876.360,3962.187,-0.302,-1.535
BIL_vivianaGarcia_dakota_english_1138,vivianaG,dakota,bilingual,English,d,unstressed,22.61,5795.367,3933.989,-0.003,-1.414
BIL_vivianaGarcia_dakota_english_1236,vivianaG,dakota,bilingual,English,d,unstressed,23.84,4561.072,3650.463,0.250,-1.324
BIL_vivianaGarcia_dakota_english_1362,vivianaG,dakota,bilingual,English,d,unstressed,-138.68,NA,NA,NA,NA
BIL_vivianaGarcia_daltonian_english_1032,vivianaG,daltonian,bilingual,English,d,unstressed,20.28,1156.726,2262.913,3.221,11.134
BIL_vivianaGarcia_daltonian_english_1156,vivianaG,daltonian,bilingual,English,d,unstressed,25.77,1163.272,2165.214,3.113,8.874
BIL_vivianaGarcia_daltonian_english_1456,vivianaG,daltonian,bilingual,English,d,unstressed,-114.32,NA,NA,NA,NA
BIL_vivianaGarcia_daltonico_spanish_1388,vivianaG,daltonico,bilingual,Spanish,d,unstressed,-51.62,NA,NA,NA,NA
BIL_vivianaGarcia_daltonico_spanish_1530,vivianaG,daltonico,bilingual,Spanish,d,unstressed,-67.79,NA,NA,NA,NA
BIL_vivianaGarcia_daltonico_spanish_1548,vivianaG,daltonico,bilingual,Spanish,d,unstressed,-128.36,NA,NA,NA,NA
BIL_vivianaGarcia_dama_spanish_1148,vivianaG,dama,bilingual,Spanish,d,stressed,-87.79,NA,NA,NA,NA
BIL_vivianaGarcia_dama_spanish_1340,vivianaG,dama,bilingual,Spanish,d,stressed,-87.32,NA,NA,NA,NA
BIL_vivianaGarcia_dama_spanish_1360,vivianaG,dama,bilingual,Spanish,d,stressed,-85.42,NA,NA,NA,NA
BIL_vivianaGarcia_damage_english_1008,vivianaG,damage,bilingual,English,d,stressed,23.34,4182.942,4044.901,0.430,-1.310
BIL_vivianaGarcia_damage_english_1036,vivianaG,damage,bilingual,English,d,stressed,29.17,5605.927,3281.473,-0.323,-0.973
BIL_vivianaGarcia_damage_english_1462,vivianaG,damage,bilingual,English,d,stressed,24.12,2285.226,3215.854,1.546,0.915
BIL_vivianaGarcia_damnation_english_1120,vivianaG,damnation,bilingual,English,d,unstressed,28.62,3879.188,3459.392,0.437,-1.162
BIL_vivianaGarcia_damnation_english_1382,vivianaG,damnation,bilingual,English,d,unstressed,24.66,5421.493,3875.329,-0.130,-1.336
BIL_vivianaGarcia_damnation_english_1542,vivianaG,damnation,bilingual,English,d,unstressed,19.39,3070.260,3710.270,0.990,-0.451
BIL_vivianaGarcia_damper_english_1262,vivianaG,damper,bilingual,English,d,stressed,20.57,2106.605,3154.540,1.520,0.839
BIL_vivianaGarcia_damper_english_1322,vivianaG,damper,bilingual,English,d,stressed,34.42,4657.432,3916.865,0.105,-1.584
BIL_vivianaGarcia_damper_english_1386,vivianaG,damper,bilingual,English,d,stressed,22.93,4545.189,4000.105,0.230,-1.443
BIL_vivianaGarcia_danar_spanish_1034,vivianaG,danar,bilingual,Spanish,d,unstressed,-67.68,NA,NA,NA,NA
BIL_vivianaGarcia_danar_spanish_1284,vivianaG,danar,bilingual,Spanish,d,unstressed,-101.84,NA,NA,NA,NA
BIL_vivianaGarcia_danar_spanish_1460,vivianaG,danar,bilingual,Spanish,d,unstressed,-128.30,NA,NA,NA,NA
BIL_vivianaGarcia_dancette_english_1426,vivianaG,dancette,bilingual,English,d,unstressed,21.32,2982.805,3465.672,1.071,0.032
BIL_vivianaGarcia_dancette_english_1494,vivianaG,dancette,bilingual,English,d,unstressed,23.95,5305.316,3664.611,-0.262,-1.554
BIL_vivianaGarcia_dancing_english_1114,vivianaG,dancing,bilingual,English,d,stressed,23.62,4211.164,3873.763,0.639,-0.730
BIL_vivianaGarcia_dancing_english_1178,vivianaG,dancing,bilingual,English,d,stressed,33.49,4533.342,4255.295,0.431,-1.436
BIL_vivianaGarcia_dancing_english_1392,vivianaG,dancing,bilingual,English,d,stressed,-106.89,NA,NA,NA,NA
BIL_vivianaGarcia_danesa_spanish_1014,vivianaG,danesa,bilingual,Spanish,d,unstressed,-110.48,NA,NA,NA,NA
BIL_vivianaGarcia_danesa_spanish_1094,vivianaG,danesa,bilingual,Spanish,d,unstressed,-74.47,NA,NA,NA,NA
BIL_vivianaGarcia_danesa_spanish_1366,vivianaG,danesa,bilingual,Spanish,d,unstressed,16.71,NA,NA,NA,NA
BIL_vivianaGarcia_danielle_english_1298,vivianaG,danielle,bilingual,English,d,unstressed,-62.69,NA,NA,NA,NA
BIL_vivianaGarcia_danielle_english_1532,vivianaG,danielle,bilingual,English,d,unstressed,28.25,2832.906,3669.541,1.218,0.008
BIL_vivianaGarcia_danielle_english_1556,vivianaG,danielle,bilingual,English,d,unstressed,34.46,6865.433,2476.408,-1.340,1.146
BIL_vivianaGarcia_danino_spanish_1228,vivianaG,danino,bilingual,Spanish,d,unstressed,-108.02,NA,NA,NA,NA
BIL_vivianaGarcia_danino_spanish_1274,vivianaG,danino,bilingual,Spanish,d,unstressed,-53.59,NA,NA,NA,NA
BIL_vivianaGarcia_danino_spanish_1402,vivianaG,danino,bilingual,Spanish,d,unstressed,-105.38,NA,NA,NA,NA
BIL_vivianaGarcia_dano_spanish_1128,vivianaG,dano,bilingual,Spanish,d,stressed,-85.44,NA,NA,NA,NA
BIL_vivianaGarcia_dano_spanish_1288,vivianaG,dano,bilingual,Spanish,d,stressed,-97.66,NA,NA,NA,NA
BIL_vivianaGarcia_dano_spanish_1522,vivianaG,dano,bilingual,Spanish,d,stressed,-100.57,NA,NA,NA,NA
BIL_vivianaGarcia_danza_spanish_1110,vivianaG,danza,bilingual,Spanish,d,stressed,-92.10,NA,NA,NA,NA
BIL_vivianaGarcia_danza_spanish_1122,vivianaG,danza,bilingual,Spanish,d,stressed,-113.71,NA,NA,NA,NA
BIL_vivianaGarcia_danza_spanish_1396,vivianaG,danza,bilingual,Spanish,d,stressed,-46.80,NA,NA,NA,NA
BIL_vivianaGarcia_danzar_spanish_1054,vivianaG,danzar,bilingual,Spanish,d,unstressed,-54.07,NA,NA,NA,NA
BIL_vivianaGarcia_danzar_spanish_1130,vivianaG,danzar,bilingual,Spanish,d,unstressed,-77.12,NA,NA,NA,NA
BIL_vivianaGarcia_danzar_spanish_1380,vivianaG,danzar,bilingual,Spanish,d,unstressed,-127.66,NA,NA,NA,NA
BIL_vivianaGarcia_danzar_spanish_1576,vivianaG,danzar,bilingual,Spanish,d,unstressed,-109.34,NA,NA,NA,NA
BIL_vivianaGarcia_dazzle_english_1066,vivianaG,dazzle,bilingual,English,d,stressed,26.66,3485.974,4026.043,0.812,-1.016
BIL_vivianaGarcia_dazzle_english_1484,vivianaG,dazzle,bilingual,English,d,stressed,29.23,3127.617,3577.935,1.196,-0.009
BIL_vivianaGarcia_dazzle_english_1504,vivianaG,dazzle,bilingual,English,d,stressed,26.49,2145.410,3266.436,1.676,1.428
BIL_vivianaGarcia_tabaco_spanish_1088,vivianaG,tabaco,bilingual,Spanish,t,unstressed,10.50,1170.961,1526.886,3.058,11.633
BIL_vivianaGarcia_tabaco_spanish_1350,vivianaG,tabaco,bilingual,Spanish,t,unstressed,11.98,591.703,968.448,5.453,41.341
BIL_vivianaGarcia_tabaco_spanish_1378,vivianaG,tabaco,bilingual,Spanish,t,unstressed,7.63,1085.527,1803.596,3.064,11.788
BIL_vivianaGarcia_taberna_spanish_1364,vivianaG,taberna,bilingual,Spanish,t,unstressed,11.16,554.965,634.352,9.828,144.236
BIL_vivianaGarcia_taberna_spanish_1406,vivianaG,taberna,bilingual,Spanish,t,unstressed,11.30,1306.477,1615.154,2.084,5.263
BIL_vivianaGarcia_tabla_spanish_1432,vivianaG,tabla,bilingual,Spanish,t,stressed,11.49,1286.375,1340.251,3.542,17.029
