token	subject	gender	language	session	word	vowel	f0	logf0	f1	logf1	f2	logf2	f3	logf3	fronting1	fronting2	height	group	heightMel	frontingMel
rec_s2_F_P15_oO113	P15	F	Spanish	s2	fobia	closed	202	2.3057	574	2.7588	1006	3.0025	2773	3.4429	0.2436	0.4405	0.4531	G3	221.1	178.9
rec_s2_F_P15_oO115	P15	F	Spanish	s2	fobia	closed	206	2.3137	556	2.7447	985	2.9933	2765	3.4418	0.2486	0.4485	0.4310	G3	209.3	180.3
rec_s2_F_P15_oO119	P15	F	Spanish	s2	capota	closed	194	2.2878	581	2.7641	1091	3.0380	2893	3.4613	0.2739	0.4233	0.4763	G3	230.3	204.7
rec_s2_F_P15_oO120	P15	F	Spanish	s2	pelota	closed	194	2.2871	594	2.7741	1780	3.2505	2756	3.4402	0.4763	0.1898	0.4870	G3	236.6	391.2
rec_s2_F_P15_oO126	P15	F	Spanish	s2	destroza	closed	205	2.3110	626	2.7969	1637	3.2142	2864	3.4570	0.4172	0.2428	0.4860	G3	243.7	341.2
rec_s2_F_P15_oO127	P15	F	Spanish	s2	pomo	closed	194	2.2882	417	2.6203	806	2.9063	2357	3.3723	0.2861	0.4660	0.3321	G3	144.2	186.0
rec_s2_F_P15_oO13	P15	F	Spanish	s2	destroza	closed	200	2.3007	595	2.7742	1403	3.1471	2783	3.4445	0.3729	0.2973	0.4735	G3	232.7	293.7
rec_s2_F_P15_oO139	P15	F	Spanish	s2	cosa	closed	199	2.2989	599	2.7774	1264	3.1018	2714	3.4336	0.3244	0.3319	0.4785	G3	235.3	251.2
rec_s2_F_P15_oO140	P15	F	Spanish	s2	sopa	closed	196	2.2926	596	2.7753	1319	3.1202	2680	3.4282	0.3449	0.3079	0.4827	G3	236.1	269.0
rec_s2_F_P15_oO142	P15	F	Spanish	s2	pomo	closed	200	2.3020	569	2.7552	958	2.9812	2584	3.4123	0.2260	0.4312	0.4532	G3	220.1	164.1
rec_s2_F_P15_oO149	P15	F	Spanish	s2	sola	closed	197	2.2956	590	2.7708	1395	3.1447	2687	3.4293	0.3739	0.2846	0.4752	G3	232.5	293.8
rec_s2_F_P15_oO2	P15	F	Spanish	s2	toma	closed	210	2.3228	642	2.8074	1208	3.0819	2821	3.4503	0.2745	0.3684	0.4846	G3	247.5	213.7
rec_s2_F_P15_oO20	P15	F	Spanish	s2	sola	closed	192	2.2837	585	2.7668	1311	3.1177	2628	3.4196	0.3509	0.3019	0.4831	G3	233.8	272.0
rec_s2_F_P15_oO35	P15	F	Spanish	s2	sola	closed	195	2.2908	609	2.7846	1380	3.1399	2668	3.4262	0.3553	0.2863	0.4938	G3	243.1	280.5
rec_s2_F_P15_oO36	P15	F	Spanish	s2	pelota	closed	195	2.2892	598	2.7765	1671	3.2230	2826	3.4512	0.4465	0.2281	0.4873	G3	237.8	363.0
rec_s2_F_P15_oO37	P15	F	Spanish	s2	fobia	closed	205	2.3126	538	2.7308	978	2.9904	2751	3.4396	0.2596	0.4492	0.4182	G3	201.0	186.8
rec_s2_F_P15_oO4	P15	F	Spanish	s2	cosa	closed	200	2.3005	588	2.7697	1240	3.0936	2607	3.4161	0.3239	0.3225	0.4692	G3	229.3	249.1
rec_s2_F_P15_oO50	P15	F	Spanish	s2	destroza	closed	208	2.3178	621	2.7928	1413	3.1501	2895	3.4617	0.3572	0.3116	0.4751	G3	239.2	284.1
rec_s2_F_P15_oO51	P15	F	Spanish	s2	copa	closed	199	2.2993	513	2.7099	881	2.9448	2905	3.4632	0.2349	0.5184	0.4106	G3	192.6	163.5
rec_s2_F_P15_oO53	P15	F	Spanish	s2	pelota	closed	200	2.3010	600	2.7783	1691	3.2282	2891	3.4611	0.4499	0.2329	0.4772	G3	235.1	366.9
rec_s2_F_P15_oO54	P15	F	Spanish	s2	nota	closed	200	2.3016	762	2.8817	1580	3.1988	3007	3.4782	0.3170	0.2794	0.5801	G3	307.6	266.5
rec_s2_F_P15_oO56	P15	F	Spanish	s2	coma	closed	203	2.3074	512	2.7088	813	2.9099	2476	3.3937	0.2011	0.4837	0.4014	G3	189.1	137.2
rec_s2_F_P15_oO64	P15	F	Spanish	s2	copa	closed	192	2.2841	557	2.7456	952	2.9788	2799	3.4470	0.2332	0.4682	0.4615	G3	220.0	167.8
rec_s2_F_P15_oO66	P15	F	Spanish	s2	coma	closed	199	2.2994	576	2.7605	832	2.9199	2437	3.3868	0.1594	0.4669	0.4611	G3	224.2	112.7
rec_s2_F_P15_oO72	P15	F	Spanish	s2	toma	closed	207	2.3160	833	2.9206	1066	3.0278	2645	3.4223	0.1072	0.3945	0.6047	G3	331.5	85.6
rec_s2_F_P15_oO74	P15	F	Spanish	s2	sopa	closed	199	2.2993	602	2.7797	1132	3.0540	2691	3.4300	0.2743	0.3760	0.4804	G3	236.8	208.2
rec_s2_F_P15_oO75	P15	F	Spanish	s2	nota	closed	206	2.3142	789	2.8973	1618	3.2091	3101	3.4915	0.3117	0.2824	0.5832	G3	314.4	265.0
rec_s2_F_P15_oO76	P15	F	Spanish	s2	nota	closed	196	2.2928	765	2.8834	1503	3.1771	2952	3.4701	0.2937	0.2931	0.5906	G3	311.8	245.0
rec_s2_F_P15_oO82	P15	F	Spanish	s2	botas	closed	192	2.2842	576	2.7606	1120	3.0492	2710	3.4329	0.2887	0.3837	0.4763	G3	229.4	216.8
rec_s2_F_P15_oO83	P15	F	Spanish	s2	coma	closed	195	2.2905	581	2.7641	853	2.9307	2506	3.3990	0.1666	0.4682	0.4736	G3	229.6	118.5
rec_s2_F_P15_oO84	P15	F	Spanish	s2	capota	closed	197	2.2954	571	2.7564	1112	3.0462	2877	3.4590	0.2898	0.4128	0.4609	G3	223.3	216.6
rec_s2_F_P15_oO85	P15	F	Spanish	s2	toma	closed	200	2.3002	598	2.7770	1288	3.1100	2870	3.4579	0.3330	0.3479	0.4768	G3	234.1	258.9
rec_s2_F_P15_oO88	P15	F	Spanish	s2	sopa	closed	200	2.3019	623	2.7945	1186	3.0742	2811	3.4488	0.2797	0.3746	0.4926	G3	246.0	215.6
rec_s2_F_P15_oO89	P15	F	Spanish	s2	cosa	closed	200	2.3010	593	2.7731	1222	3.0869	2578	3.4113	0.3139	0.3244	0.4721	G3	231.7	241.1
rec_s2_F_P15_oO92	P15	F	Spanish	s2	botas	closed	191	2.2817	563	2.7507	1165	3.0664	2711	3.4331	0.3156	0.3667	0.4690	G3	223.7	237.8
rec_s2_F_P15_oO94	P15	F	Spanish	s2	copa	closed	200	2.3000	564	2.7514	967	2.9852	2790	3.4456	0.2338	0.4603	0.4514	G3	217.6	169.8
rec_s2_F_P15_oO97	P15	F	Spanish	s2	capota	closed	197	2.2947	574	2.7585	1181	3.0721	2930	3.4668	0.3136	0.3947	0.4639	G3	224.7	237.5
rec_s2_F_P21_oO1	P21	F	Spanish	s2	destroza	closed	237	2.3743	523	2.7188	1570	3.1958	3121	3.4942	0.4770	0.2984	0.3445	G2	170.5	374.5
rec_s2_F_P21_oO10	P21	F	Spanish	s2	fobia	closed	228	2.3576	521	2.7168	1149	3.0602	2941	3.4685	0.3434	0.4083	0.3593	G2	175.8	253.8
rec_s2_F_P21_oO105	P21	F	Spanish	s2	fobia	closed	216	2.3347	490	2.6899	1056	3.0235	3131	3.4957	0.3336	0.4722	0.3551	G2	168.2	239.0
rec_s2_F_P21_oO106	P21	F	Spanish	s2	cosa	closed	220	2.3420	591	2.7715	1362	3.1342	2764	3.4416	0.3627	0.3074	0.4296	G2	216.3	283.9
rec_s2_F_P21_oO113	P21	F	Spanish	s2	pelota	closed	211	2.3247	455	2.6582	1552	3.1908	2925	3.4661	0.5326	0.2753	0.3335	G2	153.0	405.8
rec_s2_F_P21_oO114	P21	F	Spanish	s2	botas	closed	206	2.3137	299	2.4756	1073	3.0305	2671	3.4267	0.5549	0.3962	0.1619	G2	63.8	356.4
rec_s2_F_P21_oO117	P21	F	Spanish	s2	copa	closed	206	2.3142	440	2.6434	1000	3.0001	3067	3.4868	0.3567	0.4867	0.3292	G2	148.3	246.6
rec_s2_F_P21_oO119	P21	F	Spanish	s2	coma	closed	206	2.3147	523	2.7184	980	2.9913	2873	3.4584	0.2729	0.4671	0.4037	G2	192.6	195.1
rec_s2_F_P21_oO121	P21	F	Spanish	s2	coma	closed	213	2.3293	809	2.9079	1115	3.0472	3213	3.5069	0.1392	0.4597	0.5787	G2	317.5	111.7
rec_s2_F_P21_oO125	P21	F	Spanish	s2	destroza	closed	233	2.3680	681	2.8330	1592	3.2019	3048	3.4841	0.3688	0.2822	0.4651	G2	248.8	304.7
rec_s2_F_P21_oO127	P21	F	Spanish	s2	nota	closed	205	2.3116	763	2.8824	1426	3.1542	3266	3.5141	0.2718	0.3599	0.5708	G2	304.3	224.8
rec_s2_F_P21_oO13	P21	F	Spanish	s2	sopa	closed	223	2.3492	418	2.6214	1052	3.0222	3005	3.4779	0.4008	0.4557	0.2722	G2	123.7	277.1
rec_s2_F_P21_oO135	P21	F	Spanish	s2	sola	closed	223	2.3481	603	2.7805	1354	3.1317	2849	3.4546	0.3512	0.3229	0.4324	G2	219.9	275.9
rec_s2_F_P21_oO136	P21	F	Spanish	s2	copa	closed	215	2.3324	533	2.7263	917	2.9623	3099	3.4912	0.2360	0.5288	0.3940	G2	191.2	166.9
rec_s2_F_P21_oO138	P21	F	Spanish	s2	capota	closed	210	2.3216	496	2.6953	1214	3.0842	2979	3.4740	0.3889	0.3898	0.3737	G2	175.7	287.4
rec_s2_F_P21_oO144	P21	F	Spanish	s2	capota	closed	207	2.3151	572	2.7577	1067	3.0280	3062	3.4860	0.2703	0.4580	0.4427	G2	216.4	201.0
rec_s2_F_P21_oO145	P21	F	Spanish	s2	botas	closed	216	2.3354	456	2.6591	791	2.8984	3064	3.4863	0.2393	0.5879	0.3237	G2	149.9	158.1
rec_s2_F_P21_oO148	P21	F	Spanish	s2	nota	closed	200	2.3015	735	2.8662	1490	3.1732	3231	3.5094	0.3070	0.3361	0.5647	G2	296.1	254.2
rec_s2_F_P21_oO149	P21	F	Spanish	s2	pelota	closed	208	2.3191	585	2.7675	1423	3.1531	2953	3.4703	0.3856	0.3172	0.4484	G2	222.0	304.1
rec_s2_F_P21_oO15	P21	F	Spanish	s2	capota	closed	219	2.3413	420	2.6236	1218	3.0858	3107	3.4923	0.4622	0.4065	0.2823	G2	127.7	330.2
rec_s2_F_P21_oO19	P21	F	Spanish	s2	cosa	closed	225	2.3516	489	2.6895	1258	3.0998	2854	3.4555	0.4103	0.3557	0.3379	G2	161.2	304.7
rec_s2_F_P21_oO22	P21	F	Spanish	s2	nota	closed	214	2.3312	425	2.6287	1259	3.1000	2765	3.4416	0.4713	0.3416	0.2976	G2	134.1	340.0
rec_s2_F_P21_oO23	P21	F	Spanish	s2	sola	closed	216	2.3345	480	2.6814	1297	3.1130	2603	3.4155	0.4316	0.3025	0.3469	G2	162.9	321.2
rec_s2_F_P21_oO26	P21	F	Spanish	s2	destroza	closed	235	2.3709	582	2.7650	1314	3.1185	3111	3.4929	0.3535	0.3744	0.3941	G2	201.3	274.3
rec_s2_F_P21_oO34	P21	F	Spanish	s2	pelota	closed	204	2.3099	599	2.7772	1650	3.2176	3122	3.4945	0.4404	0.2769	0.4673	G2	231.7	357.3
rec_s2_F_P21_oO39	P21	F	Spanish	s2	fobia	closed	231	2.3643	534	2.7277	1148	3.0601	3080	3.4885	0.3323	0.4284	0.3634	G2	180.3	246.8
rec_s2_F_P21_oO43	P21	F	Spanish	s2	botas	closed	226	2.3548	536	2.7291	1369	3.1364	2948	3.4695	0.4073	0.3330	0.3743	G2	184.9	313.1
rec_s2_F_P21_oO50	P21	F	Spanish	s2	sola	closed	225	2.3520	493	2.6927	1389	3.1427	3039	3.4827	0.4500	0.3400	0.3407	G2	163.3	341.0
rec_s2_F_P21_oO57	P21	F	Spanish	s2	coma	closed	209	2.3199	317	2.5013	883	2.9458	1978	3.2962	0.4445	0.3504	0.1814	G2	73.2	276.4
rec_s2_F_P21_oO59	P21	F	Spanish	s2	toma	closed	212	2.3272	379	2.5789	991	2.9959	2583	3.4122	0.4170	0.4163	0.2517	G2	109.0	278.3
rec_s2_F_P21_oO6	P21	F	Spanish	s2	pomo	closed	217	2.3364	415	2.6182	1009	3.0038	2609	3.4165	0.3856	0.4127	0.2818	G2	126.3	263.8
rec_s2_F_P21_oO68	P21	F	Spanish	s2	copa	closed	213	2.3280	465	2.6674	1022	3.0093	3011	3.4787	0.3420	0.4693	0.3393	G2	157.0	240.6
rec_s2_F_P21_oO71	P21	F	Spanish	s2	sopa	closed	203	2.3067	509	2.7068	1201	3.0797	3060	3.4858	0.3729	0.4061	0.4001	G2	187.6	276.6
rec_s2_F_P21_oO81	P21	F	Spanish	s2	pomo	closed	208	2.3175	428	2.6317	954	2.9794	2937	3.4678	0.3477	0.4884	0.3142	G2	140.2	236.7
rec_s2_F_P21_oO83	P21	F	Spanish	s2	pomo	closed	208	2.3191	419	2.6225	1007	3.0030	2803	3.4476	0.3805	0.4446	0.3034	G2	135.1	260.8
rec_s2_F_P21_oO86	P21	F	Spanish	s2	cosa	closed	206	2.3144	557	2.7462	1264	3.1018	2806	3.4480	0.3556	0.3462	0.4318	G2	209.8	271.6
rec_s2_F_P21_oO87	P21	F	Spanish	s2	sopa	closed	220	2.3428	485	2.6854	1121	3.0495	3018	3.4797	0.3641	0.4302	0.3427	G2	162.7	263.5
rec_s2_F_P21_oO95	P21	F	Spanish	s2	toma	closed	208	2.3187	466	2.6682	1383	3.1408	3378	3.5286	0.4727	0.3878	0.3495	G2	161.1	353.8
rec_s2_F_P21_oO97	P21	F	Spanish	s2	toma	closed	206	2.3130	332	2.5205	1205	3.0809	3162	3.4999	0.5604	0.4191	0.2075	G2	84.8	378.4
rec_s2_F_P22_oO1	P22	F	Spanish	s2	cosa	closed	186	2.2707	568	2.7547	1208	3.0819	2373	3.3754	0.3272	0.2935	0.4841	G3	229.9	248.9
rec_s2_F_P22_oO106	P22	F	Spanish	s2	nota	closed	102	2.0073	706	2.8488	1355	3.1320	2552	3.4069	0.2832	0.2749	0.8416	G3	360.6	229.1
rec_s2_F_P22_oO110	P22	F	Spanish	s2	copa	closed	106	2.0268	540	2.7326	1039	3.0167	2604	3.4156	0.2840	0.3990	0.7058	G3	279.3	207.3
rec_s2_F_P22_oO111	P22	F	Spanish	s2	capota	closed	217	2.3356	480	2.6811	979	2.9910	2550	3.4066	0.3099	0.4157	0.3455	G3	162.2	217.3
rec_s2_F_P22_oO118	P22	F	Spanish	s2	sola	closed	213	2.3280	600	2.7782	1276	3.1057	2531	3.4032	0.3275	0.2975	0.4502	G3	225.6	254.3
rec_s2_F_P22_oO122	P22	F	Spanish	s2	pelota	closed	99	1.9948	567	2.7535	1273	3.1048	2510	3.3996	0.3513	0.2948	0.7587	G3	298.6	269.4
rec_s2_F_P22_oO124	P22	F	Spanish	s2	nota	closed	111	2.0443	603	2.7804	1100	3.0415	1966	3.2935	0.2612	0.2520	0.7361	G3	306.0	197.1
rec_s2_F_P22_oO131	P22	F	Spanish	s2	destroza	closed	221	2.3451	663	2.8212	1315	3.1191	2551	3.4067	0.2978	0.2877	0.4761	G3	249.2	236.6
rec_s2_F_P22_oO133	P22	F	Spanish	s2	copa	closed	110	2.0430	595	2.7744	1057	3.0242	2562	3.4086	0.2498	0.3845	0.7314	G3	303.0	186.4
rec_s2_F_P22_oO137	P22	F	Spanish	s2	pelota	closed	111	2.0456	607	2.7833	1329	3.1234	2501	3.3981	0.3401	0.2747	0.7377	G3	307.9	266.7
rec_s2_F_P22_oO139	P22	F	Spanish	s2	cosa	closed	223	2.3481	621	2.7930	1109	3.0449	2434	3.3863	0.2519	0.3415	0.4449	G3	228.4	191.6
rec_s2_F_P22_oO143	P22	F	Spanish	s2	sopa	closed	227	2.3562	587	2.7683	1125	3.0513	2507	3.3992	0.2830	0.3479	0.4121	G3	209.4	213.1
rec_s2_F_P22_oO22	P22	F	Spanish	s2	fobia	closed	220	2.3422	523	2.7182	1067	3.0283	2575	3.4108	0.3101	0.3825	0.3760	G3	182.5	225.6
rec_s2_F_P22_oO23	P22	F	Spanish	s2	pomo	closed	217	2.3357	570	2.7560	1056	3.0236	2455	3.3901	0.2677	0.3664	0.4202	G3	208.2	198.2
rec_s2_F_P22_oO24	P22	F	Spanish	s2	coma	closed	218	2.3385	567	2.7535	881	2.9449	2051	3.3120	0.1914	0.3671	0.4150	G3	206.0	136.2
rec_s2_F_P22_oO30	P22	F	Spanish	s2	fobia	closed	111	2.0450	612	2.7869	1089	3.0370	2623	3.4188	0.2502	0.3817	0.7419	G3	310.3	189.2
rec_s2_F_P22_oO33	P22	F	Spanish	s2	botas	closed	220	2.3418	562	2.7494	1049	3.0207	2227	3.3477	0.2713	0.3270	0.4076	G3	202.1	199.8
rec_s2_F_P22_oO35	P22	F	Spanish	s2	destroza	closed	228	2.3583	679	2.8320	1351	3.1306	2567	3.4095	0.2987	0.2789	0.4737	G3	251.5	239.9
rec_s2_F_P22_oO4	P22	F	Spanish	s2	capota	closed	220	2.3425	537	2.7303	1163	3.0657	2463	3.3915	0.3354	0.3258	0.3878	G3	189.6	250.2
rec_s2_F_P22_oO41	P22	F	Spanish	s2	toma	closed	223	2.3490	679	2.8320	1330	3.1239	2429	3.3855	0.2919	0.2616	0.4830	G3	255.0	233.8
rec_s2_F_P22_oO43	P22	F	Spanish	s2	sopa	closed	115	2.0621	566	2.7529	1253	3.0979	2355	3.3720	0.3450	0.2742	0.6908	G3	284.7	263.8
rec_s2_F_P22_oO46	P22	F	Spanish	s2	destroza	closed	227	2.3554	660	2.8197	1345	3.1287	2535	3.4039	0.3090	0.2752	0.4643	G3	243.6	246.7
rec_s2_F_P22_oO48	P22	F	Spanish	s2	sola	closed	222	2.3461	684	2.8351	1318	3.1198	2464	3.3916	0.2847	0.2718	0.4890	G3	258.0	228.0
rec_s2_F_P22_oO52	P22	F	Spanish	s2	sola	closed	228	2.3579	637	2.8040	1290	3.1107	2380	3.3766	0.3067	0.2658	0.4462	G3	232.4	241.1
rec_s2_F_P22_oO55	P22	F	Spanish	s2	cosa	closed	122	2.0874	589	2.7699	1235	3.0918	2470	3.3927	0.3220	0.3008	0.6825	G3	290.2	247.1
rec_s2_F_P22_oO6	P22	F	Spanish	s2	nota	closed	213	2.3292	582	2.7650	1207	3.0816	1896	3.2778	0.3166	0.1961	0.4358	G3	217.0	241.8
rec_s2_F_P22_oO60	P22	F	Spanish	s2	pelota	closed	217	2.3363	637	2.8038	1302	3.1147	2479	3.3942	0.3108	0.2795	0.4675	G3	240.2	244.7
rec_s2_F_P22_oO64	P22	F	Spanish	s2	botas	closed	218	2.3380	536	2.7290	1032	3.0137	2370	3.3748	0.2847	0.3611	0.3909	G3	190.6	206.9
rec_s2_F_P22_oO76	P22	F	Spanish	s2	coma	closed	121	2.0835	665	2.8228	945	2.9754	2296	3.3610	0.1525	0.3856	0.7394	G3	326.6	114.1
rec_s2_F_P22_oO77	P22	F	Spanish	s2	fobia	closed	221	2.3447	454	2.6566	906	2.9573	2673	3.4270	0.3007	0.4697	0.3119	G3	145.2	204.4
rec_s2_F_P22_oO78	P22	F	Spanish	s2	botas	closed	217	2.3368	522	2.7173	957	2.9809	2342	3.3695	0.2636	0.3887	0.3805	G3	184.1	187.3
rec_s2_F_P22_oO79	P22	F	Spanish	s2	copa	closed	223	2.3485	611	2.7861	952	2.9787	2647	3.4228	0.1926	0.4441	0.4376	G3	223.7	141.6
rec_s2_F_P22_oO86	P22	F	Spanish	s2	toma	closed	106	2.0271	583	2.7653	1246	3.0954	2527	3.4026	0.3301	0.3072	0.7383	G3	300.6	253.4
rec_s2_F_P22_oO88	P22	F	Spanish	s2	pomo	closed	116	2.0649	552	2.7420	934	2.9705	2518	3.4010	0.2285	0.4306	0.6771	G3	277.0	163.7
rec_s2_F_P22_oO90	P22	F	Spanish	s2	capota	closed	218	2.3379	601	2.7789	1136	3.0555	2450	3.3892	0.2765	0.3337	0.4411	G3	222.5	210.0
rec_s2_F_P22_oO93	P22	F	Spanish	s2	toma	closed	109	2.0393	588	2.7696	1105	3.0433	2411	3.3821	0.2737	0.3388	0.7303	G3	300.5	206.0
rec_s2_F_P22_oO95	P22	F	Spanish	s2	sopa	closed	114	2.0581	540	2.7324	1168	3.0673	2452	3.3895	0.3349	0.3222	0.6743	G3	272.6	250.2
rec_s2_F_P22_oO97	P22	F	Spanish	s2	pomo	closed	209	2.3192	538	2.7309	1031	3.0134	2704	3.4321	0.2825	0.4186	0.4117	G3	198.1	205.5
rec_s2_F_P23_oO	P23	F	Spanish	s2	pomo	closed	185	2.2667	538	2.7309	900	2.9545	3116	3.4936	0.2236	0.5391	0.4642	G3	215.7	158.0
rec_s2_F_P23_oO109	P23	F	Spanish	s2	pomo	closed	190	2.2795	550	2.7406	857	2.9329	3165	3.5004	0.1923	0.5675	0.4611	G3	218.0	135.4
rec_s2_F_P23_oO11	P23	F	Spanish	s2	capota	closed	186	2.2702	571	2.7568	1103	3.0427	3254	3.5124	0.2858	0.4697	0.4866	G3	231.4	213.6
rec_s2_F_P23_oO111	P23	F	Spanish	s2	copa	closed	190	2.2777	520	2.7159	951	2.9780	3049	3.4842	0.2621	0.5062	0.4383	G3	202.8	186.2
rec_s2_F_P23_oO117	P23	F	Spanish	s2	toma	closed	186	2.2704	657	2.8178	1168	3.0675	3073	3.4875	0.2497	0.4200	0.5474	G3	272.1	194.2
rec_s2_F_P23_oO123	P23	F	Spanish	s2	coma	closed	171	2.2319	553	2.7430	929	2.9679	3048	3.4840	0.2249	0.5161	0.5111	G3	233.8	161.3
rec_s2_F_P23_oO130	P23	F	Spanish	s2	fobia	closed	206	2.3148	579	2.7624	1025	3.0107	3068	3.4868	0.2483	0.4762	0.4476	G3	220.6	183.1
rec_s2_F_P23_oO134	P23	F	Spanish	s2	fobia	closed	204	2.3098	557	2.7461	1007	3.0030	3066	3.4866	0.2569	0.4836	0.4363	G3	211.2	187.6
rec_s2_F_P23_oO135	P23	F	Spanish	s2	sola	closed	191	2.2809	579	2.7624	1150	3.0609	2970	3.4727	0.2984	0.4119	0.4816	G3	231.6	225.1
rec_s2_F_P23_oO137	P23	F	Spanish	s2	copa	closed	185	2.2673	530	2.7242	933	2.9699	3104	3.4919	0.2457	0.5221	0.4569	G3	211.7	174.4
rec_s2_F_P23_oO138	P23	F	Spanish	s2	sola	closed	181	2.2584	636	2.8038	1248	3.0962	3043	3.4833	0.2925	0.3870	0.5454	G3	266.2	228.8
rec_s2_F_P23_oO14	P23	F	Spanish	s2	fobia	closed	200	2.3003	542	2.7339	958	2.9816	3014	3.4792	0.2477	0.4976	0.4336	G3	206.6	177.5
rec_s2_F_P23_oO145	P23	F	Spanish	s2	toma	closed	179	2.2534	572	2.7575	1116	3.0475	3070	3.4872	0.2900	0.4396	0.5041	G3	237.2	217.4
rec_s2_F_P23_oO147	P23	F	Spanish	s2	pelota	closed	185	2.2677	562	2.7498	1493	3.1741	2980	3.4742	0.4243	0.3001	0.4821	G3	227.7	334.5
rec_s2_F_P23_oO148	P23	F	Spanish	s2	nota	closed	175	2.2428	634	2.8019	1315	3.1188	2195	3.3414	0.3169	0.2226	0.5592	G3	269.8	249.9
rec_s2_F_P23_oO15	P23	F	Spanish	s2	copa	closed	193	2.2846	532	2.7256	949	2.9771	3033	3.4818	0.2515	0.5048	0.4410	G3	206.7	179.3
rec_s2_F_P23_oO17	P23	F	Spanish	s2	pelota	closed	178	2.2512	563	2.7509	1179	3.0714	1591	3.2016	0.3205	0.1302	0.4997	G3	233.5	242.3
rec_s2_F_P23_oO18	P23	F	Spanish	s2	cosa	closed	190	2.2785	579	2.7629	1315	3.1189	2914	3.4645	0.3560	0.3456	0.4845	G3	232.3	276.1
rec_s2_F_P23_oO19	P23	F	Spanish	s2	coma	closed	181	2.2586	572	2.7575	1058	3.0245	2926	3.4663	0.2670	0.4418	0.4989	G3	235.7	197.9
rec_s2_F_P23_oO20	P23	F	Spanish	s2	sola	closed	181	2.2579	635	2.8027	1370	3.1366	3020	3.4800	0.3339	0.3434	0.5448	G3	265.7	265.4
rec_s2_F_P23_oO24	P23	F	Spanish	s2	toma	closed	186	2.2703	596	2.7753	1113	3.0465	3094	3.4905	0.2712	0.4440	0.5050	G3	243.5	204.8
rec_s2_F_P23_oO28	P23	F	Spanish	s2	sopa	closed	185	2.2678	555	2.7441	1252	3.0977	2975	3.4735	0.3536	0.3759	0.4763	G3	224.3	269.0
rec_s2_F_P23_oO29	P23	F	Spanish	s2	botas	closed	188	2.2752	554	2.7437	1127	3.0519	3131	3.4957	0.3081	0.4439	0.4685	G3	221.5	229.9
rec_s2_F_P23_oO38	P23	F	Spanish	s2	destroza	closed	206	2.3130	620	2.7922	1444	3.1597	1938	3.2874	0.3675	0.1277	0.4792	G3	240.2	293.2
rec_s2_F_P23_oO42	P23	F	Spanish	s2	capota	closed	187	2.2718	569	2.7554	1083	3.0348	3238	3.5103	0.2794	0.4755	0.4836	G3	229.7	207.9
rec_s2_F_P23_oO43	P23	F	Spanish	s2	nota	closed	184	2.2646	676	2.8302	1352	3.1310	2927	3.4664	0.3008	0.3354	0.5655	G3	282.2	241.5
rec_s2_F_P23_oO44	P23	F	Spanish	s2	sopa	closed	197	2.2944	567	2.7537	1168	3.0676	3082	3.4889	0.3138	0.4213	0.4593	G3	221.3	236.8
rec_s2_F_P23_oO45	P23	F	Spanish	s2	destroza	closed	207	2.3155	635	2.8030	1437	3.1573	3075	3.4878	0.3544	0.3305	0.4875	G3	246.5	284.3
rec_s2_F_P23_oO47	P23	F	Spanish	s2	cosa	closed	190	2.2788	573	2.7580	1298	3.1134	2968	3.4724	0.3555	0.3590	0.4792	G3	229.4	274.0
rec_s2_F_P23_oO51	P23	F	Spanish	s2	pelota	closed	184	2.2652	575	2.7597	1465	3.1658	2686	3.4291	0.4062	0.2633	0.4944	G3	234.9	320.6
rec_s2_F_P23_oO6	P23	F	Spanish	s2	destroza	closed	200	2.3003	588	2.7690	1380	3.1400	3006	3.4780	0.3709	0.3380	0.4687	G3	229.3	290.5
rec_s2_F_P23_oO63	P23	F	Spanish	s2	botas	closed	190	2.2799	556	2.7450	1173	3.0693	3031	3.4816	0.3242	0.4123	0.4652	G3	221.0	243.8
rec_s2_F_P23_oO7	P23	F	Spanish	s2	coma	closed	189	2.2759	566	2.7527	993	2.9969	2854	3.4554	0.2441	0.4585	0.4768	G3	226.7	178.2
rec_s2_F_P23_oO73	P23	F	Spanish	s2	capota	closed	191	2.2813	568	2.7545	1106	3.0439	3219	3.5078	0.2894	0.4638	0.4733	G3	226.2	216.1
rec_s2_F_P23_oO75	P23	F	Spanish	s2	pomo	closed	193	2.2851	518	2.7144	951	2.9780	3078	3.4882	0.2636	0.5102	0.4293	G3	199.6	187.2
rec_s2_F_P23_oO78	P23	F	Spanish	s2	cosa	closed	175	2.2424	522	2.7174	1108	3.0447	2951	3.4699	0.3273	0.4252	0.4750	G3	215.1	239.8
rec_s2_F_P23_oO80	P23	F	Spanish	s2	nota	closed	172	2.2343	594	2.7734	1281	3.1077	2922	3.4657	0.3342	0.3580	0.5391	G3	253.1	258.7
rec_s2_F_P23_oO94	P23	F	Spanish	s2	botas	closed	189	2.2775	552	2.7420	1117	3.0482	3067	3.4867	0.3062	0.4385	0.4645	G3	219.8	227.6
rec_s2_F_P24_oO	P24	F	Spanish	s2	destroza	closed	213	2.3279	601	2.7786	1481	3.1706	2787	3.4452	0.3920	0.2746	0.4507	G2	226.1	312.3
rec_s2_F_P24_oO10	P24	F	Spanish	s2	pomo	closed	184	2.2649	554	2.7434	908	2.9580	2462	3.3912	0.2146	0.4332	0.4785	G2	224.5	153.0
